departure_date,companies,docket_number,docket_term,activity,gas_type,supplier,mode_of_transport,tanker,departure_port,country,volume_mmcf,u_s_contiguous,imo
2017-04-03T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Golar Seal,"Sabine Pass, LA",Kuwait,3429.14,Yes,9624914
2017-04-05T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Methane Julia Louise,"Sabine Pass, LA",United Arab Emirates,3346.53,Yes,9412880
2017-04-07T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Magellan Spirit,"Sabine Pass, LA",Mexico,3536.64,Yes,9342487
2017-04-08T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Stena Crystal Sky,"Sabine Pass, LA",Mexico,3688.82,Yes,9383900
2017-04-10T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Ribera del Duero Knutsen,"Sabine Pass, LA",Chile,2951.96,Yes,9477593
2017-04-12T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Methane Nile Eagle,"Sabine Pass, LA",Mexico,3051.29,Yes,9321770
2017-04-14T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Creole Spirit,"Sabine Pass, LA",Japan,3681.27,Yes,9681687
2017-04-16T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Cool Voyager,"Sabine Pass, LA",Argentina,3405.7,Yes,9636785
2017-04-17T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maria Energy,"Sabine Pass, LA",Japan,3717.19,Yes,9659725
2017-04-19T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Lindos,"Sabine Pass, LA",Kuwait,3354.96,Yes,9627502
2017-04-20T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,La Mancha Knutsen,"Sabine Pass, LA",South Korea,3295.1,Yes,9721724
2017-04-24T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Oak Spirit,"Sabine Pass, LA",Argentina,3270.93,Yes,9681699
2017-04-26T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,SCF Melampus,"Sabine Pass, LA",Mexico,3453.61,Yes,9654878
2017-04-30T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Gemmata,"Sabine Pass, LA",Chile,2942.3,Yes,9253222
2017-05-01T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Stena Crystal Sky,"Sabine Pass, LA",Brazil,3675.76,Yes,9383900
2017-05-03T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Sparta,"Sabine Pass, LA",United Arab Emirates,3068.92,Yes,9650042
2017-05-04T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Torben Spirit,"Sabine Pass, LA",Mexico,3517.46,Yes,9721401
2017-05-06T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Magellan Spirit,"Sabine Pass, LA",China,3514.07,Yes,9342487
2017-05-08T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Cadiz Knutsen,"Sabine Pass, LA",Taiwan,2948.91,Yes,9246578
2017-05-09T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Amphipolis,"Sabine Pass, LA",United Arab Emirates,3577.49,Yes,9701217
2017-05-12T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Gaslog Chelsea,"Sabine Pass, LA",South Korea,3276.11,Yes,9390185
2017-05-14T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Methane Spirit,"Sabine Pass, LA",South Korea,3541.65,Yes,9336737
2017-05-16T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Gaslog Shanghai,"Sabine Pass, LA",Mexico,3290.41,Yes,9600528
2017-05-17T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Golar Snow,"Sabine Pass, LA",United Arab Emirates,3415.18,Yes,9635315
2017-05-19T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Alexandria,"Sabine Pass, LA",Argentina,3191.69,Yes,9650054
2017-05-21T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Arctic Discoverer,"Sabine Pass, LA",Netherlands,3041.58,Yes,9276389
2017-05-22T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Clean Ocean,"Sabine Pass, LA",Poland,3439.98,Yes,9637492
2017-05-25T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Apollonia,"Sabine Pass, LA",Jordan,3452.87,Yes,9633422
2017-05-26T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Cool Voyager,"Sabine Pass, LA",Kuwait,3280.95,Yes,9636785
2017-05-28T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Stena Crystal Sky,"Sabine Pass, LA",Japan,3667.11,Yes,9383900
2017-05-29T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Gaslog Shanghai,"Sabine Pass, LA",Mexico,3215.58,Yes,9600528
2017-05-30T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Ribera del Duero Knutsen,"Sabine Pass, LA",Portugal,3625.23,Yes,9477593
2017-06-03T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,SM Eagle,"Sabine Pass, LA",South Korea,3719.05,Yes,9761827
2017-06-04T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Oak Spirit,"Sabine Pass, LA",Mexico,3664.45,Yes,9681699
2017-06-06T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Hector,"Sabine Pass, LA",Mexico,3665.87,Yes,9682605
2017-06-08T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Arctic Aurora,"Sabine Pass, LA",Italy,3120.22,Yes,9645970
2017-06-09T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Gaslog Shanghai,"Sabine Pass, LA",Argentina,2949.37,Yes,9600528
2017-06-11T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Torben Spirit,"Sabine Pass, LA",Chile,3656.92,Yes,9721401
2017-06-12T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Creole Spirit,"Sabine Pass, LA",Mexico,3700.95,Yes,9681687
2017-06-14T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Castillo de Santisteban,"Sabine Pass, LA",Japan,3683.24,Yes,9433717
2017-06-15T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Hyundai Princepia,"Sabine Pass, LA",South Korea,3712.19,Yes,9761841
2017-06-17T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Golar Crystal,"Sabine Pass, LA",India,3412.88,Yes,9624926
2017-06-19T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Hector,"Sabine Pass, LA",Mexico,3320.75,Yes,9682605
2017-06-25T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Mystras,"Sabine Pass, LA",United Kingdom,3410.24,Yes,9658238
2017-06-26T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Ribera del Duero Knutsen,"Sabine Pass, LA",Mexico,3671.29,Yes,9477593
2017-06-27T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Hector,"Sabine Pass, LA",Mexico,3317.62,Yes,9682605
2017-06-29T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Clean Ocean,"Sabine Pass, LA",Mexico,3421.93,Yes,9637492
2017-07-03T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,SM Seahawk,"Sabine Pass, LA",South Korea,3712.76,Yes,9761839
2017-07-04T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Sparta,"Sabine Pass, LA",Mexico,3444.91,Yes,9650042
2017-07-08T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Hyundai Peacepia,"Sabine Pass, LA",South Korea,3709.23,Yes,9761853
2017-07-09T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Ribera del Duero Knutsen,"Sabine Pass, LA",Egypt,3464.13,Yes,9477593
2017-07-09T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Ribera del Duero Knutsen,"Sabine Pass, LA",Spain,216.63,Yes,9477593
2017-07-10T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Olympias,"Sabine Pass, LA",China,3584.9,Yes,9732371
2017-07-11T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Creole Spirit,"Sabine Pass, LA",Brazil,3641.64,Yes,9681687
2017-07-13T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,K Jasmine,"Sabine Pass, LA",South Korea,3112.05,Yes,9373008
2017-07-15T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Hector,"Sabine Pass, LA",Mexico,3714.14,Yes,9682605
2017-07-17T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Oak Spirit,"Sabine Pass, LA",Mexico,3591.7,Yes,9681699
2017-07-19T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Alexandria,"Sabine Pass, LA",Kuwait,3409.79,Yes,9650054
2017-07-19T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Oak Spirit,"Sabine Pass, LA",Mexico,3681.23,Yes,9681699
2017-07-22T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Valencia Knutsen,"Sabine Pass, LA",Portugal,3662.24,Yes,9434266
2017-07-24T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,SCF Melampus,"Sabine Pass, LA",China,3633.59,Yes,9654878
2017-07-28T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Provalys,"Sabine Pass, LA",Chile,3255.59,Yes,9306495
2017-07-31T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Barcelona Knutsen,"Sabine Pass, LA",South Korea,3704.02,Yes,9401295
2017-08-01T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,SM Eagle,"Sabine Pass, LA",South Korea,3693.83,Yes,9761827
2017-08-02T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Torben Spirit,"Sabine Pass, LA",Japan,3613.52,Yes,9721401
2017-08-04T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,LNG Jurojin,"Sabine Pass, LA",Egypt,3317.28,Yes,9666998
2017-08-05T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Clean Ocean,"Sabine Pass, LA",Lithuania,3430.58,Yes,9637492
2017-08-07T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,SK Summit,"Sabine Pass, LA",South Korea,2943.95,Yes,9157624
2017-08-10T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Gaslog Geneva,"Sabine Pass, LA",Jordan,3687.71,Yes,9707508
2017-08-11T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Rioja Knutsen,"Sabine Pass, LA",Spain,3711.76,Yes,9721736
2017-08-13T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Hyundai Princepia,"Sabine Pass, LA",South Korea,3681.93,Yes,9761841
2017-08-16T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Gaslog Glasgow,"Sabine Pass, LA",Mexico,3443.91,Yes,9687021
2017-08-17T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Golar Seal,"Sabine Pass, LA",Portugal,3399.43,Yes,9624914
2017-08-21T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Agamemnon,"Sabine Pass, LA",Jordan,3705.74,Yes,9682590
2017-08-22T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Castillo de Santisteban,"Sabine Pass, LA",Italy,3372.37,Yes,9433717
2017-08-24T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Meridian Spirit,"Sabine Pass, LA",Mexico,3416.55,Yes,9369904
2017-09-08T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Rioja Knutsen,"Sabine Pass, LA",Spain,3665.7,Yes,9721736
2017-09-10T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Methane Jane Elizabeth,"Sabine Pass, LA",China,3110.76,Yes,9307190
2017-09-11T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Golar Penguin,"Sabine Pass, LA",China,3396.71,Yes,9624938
2017-09-11T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Hyundai Peacepia,"Sabine Pass, LA",South Korea,3695.92,Yes,9761853
2017-09-13T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Achilles,"Sabine Pass, LA",Turkiye,3443.36,Yes,9682588
2017-09-14T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Ribera del Duero Knutsen,"Sabine Pass, LA",Brazil,3363.82,Yes,9477593
2017-09-15T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Hyundai Oceanpia,"Sabine Pass, LA",South Korea,2918.34,Yes,9183269
2017-09-16T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Valencia Knutsen,"Sabine Pass, LA",Lithuania,3413.72,Yes,9434266
2017-09-17T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Methane Mickie Harper,"Sabine Pass, LA",Mexico,3549.3,Yes,9520376
2017-09-20T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Catalunya Spirit,"Sabine Pass, LA",Dominican Republic,2922.21,Yes,9236420
2017-09-21T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Woodside Rees Withers,"Sabine Pass, LA",South Korea,3685.65,Yes,9732369
2017-09-22T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Magellan Spirit,"Sabine Pass, LA",South Korea,3521.04,Yes,9342487
2017-09-23T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Hector,"Sabine Pass, LA",China,3548.64,Yes,9682605
2017-09-25T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Kita LNG,"Sabine Pass, LA",Mexico,3403.94,Yes,9636723
2017-09-27T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,SM Eagle,"Sabine Pass, LA",South Korea,3693.46,Yes,9761827
2017-09-28T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Castillo de Santisteban,"Sabine Pass, LA",Mexico,3332.46,Yes,9433717
2017-10-01T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Apollonia,"Sabine Pass, LA",China,3445.49,Yes,9633422
2017-10-03T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,SM Seahawk,"Sabine Pass, LA",South Korea,3710.28,Yes,9761839
2017-10-04T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Torben Spirit,"Sabine Pass, LA",Japan,3362.02,Yes,9721401
2017-10-05T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Golar Crystal,"Sabine Pass, LA",Brazil,3408.78,Yes,9624926
2017-10-07T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,SK Audace,"Sabine Pass, LA",Brazil,3557.88,Yes,9693161
2017-10-08T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Energy Atlantic,"Sabine Pass, LA",China,3391.23,Yes,9649328
2017-10-08T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,SCF Mitre,"Sabine Pass, LA",China,3631.09,Yes,9654880
2017-10-10T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Rioja Knutsen,"Sabine Pass, LA",Taiwan,3120.59,Yes,9721736
2017-10-11T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Creole Spirit,"Sabine Pass, LA",Mexico,3692.65,Yes,9681687
2017-10-13T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Hyundai Princepia,"Sabine Pass, LA",South Korea,3683.59,Yes,9761841
2017-10-15T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Methane Mickie Harper,"Sabine Pass, LA",China,3537.68,Yes,9520376
2017-10-18T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Valencia Knutsen,"Sabine Pass, LA",Chile,3675.33,Yes,9434266
2017-10-19T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Achilles,"Sabine Pass, LA",China,3595.47,Yes,9682588
2017-10-20T00:00:00Z,"Cheniere Marketing, LLC",2016-29-LNG,Short-Term,Re-Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Golar Seal,"Sabine Pass, LA",Mexico,422.01,Yes,9624914
2017-10-20T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Golar Seal,"Sabine Pass, LA",Mexico,2993.74,Yes,9624914
2017-10-21T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Kita LNG,"Sabine Pass, LA",Jordan,3372.58,Yes,9636723
2017-10-23T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Yenisei River,"Sabine Pass, LA",China,3291.87,Yes,9629586
2017-10-24T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Ribera del Duero Knutsen,"Sabine Pass, LA",Japan,3362.79,Yes,9477593
2017-10-25T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Golar Celsius,"Sabine Pass, LA",South Korea,3422.11,Yes,9626027
2017-10-26T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-85-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Pericles,"Sabine Pass, LA",South Korea,3621.28,Yes,9709489
2017-10-27T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,La Mancha Knutsen,"Sabine Pass, LA",Spain,2980.27,Yes,9721724
2017-10-29T00:00:00Z,"Sabine Pass Liquefaction, LLC",2010-111-LNG,Long-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Castillo de Santisteban,"Sabine Pass, LA",China,3694.92,Yes,9433717
2017-10-30T00:00:00Z,"Sabine Pass Liquefaction, LLC",2015-171-LNG,Short-Term,Exports,LNG,"Sabine Pass Liquefaction, LLC",Vessel,Maran Gas Alexandria,"Sabine Pass, LA",South Korea,3437.05,Yes,9650054
